T07	"Enrolment in primary, secondary and tertiary education levels"					
764	Thailand	2015	Gross enrollment ratio - Primary (female)	97.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
764	Thailand	2015	Students enrolled in secondary education (thousands)	"6,757"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
764	Thailand	2015	Gross enrollment ratio - Secondary (male)	123		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
764	Thailand	2015	Gross enrollment ratio - Secondary (female)	118.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
764	Thailand	2015	Students enrolled in tertiary education (thousands)	"2,235"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
764	Thailand	2015	Gross enrollment ratio - Tertiary (male)	37.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
764	Thailand	2015	Gross enrollment ratio - Tertiary (female)	54.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2005	Students enrolled in primary education (thousands)	110		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2005	Gross enrollement ratio - Primary (male)	94.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2005	Gross enrollment ratio - Primary (female)	92.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2005	Students enrolled in secondary education (thousands)	214		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2005	Gross enrollment ratio - Secondary (male)	82.8	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2005	Gross enrollment ratio - Secondary (female)	80.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2005	Students enrolled in tertiary education (thousands)	49		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2005	Gross enrollment ratio - Tertiary (male)	24.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2005	Gross enrollment ratio - Tertiary (female)	34.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2010	Students enrolled in primary education (thousands)	111		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2010	Gross enrollement ratio - Primary (male)	88		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2010	Gross enrollment ratio - Primary (female)	86.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2010	Students enrolled in secondary education (thousands)	197		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2010	Gross enrollment ratio - Secondary (male)	83.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2010	Gross enrollment ratio - Secondary (female)	81		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2010	Students enrolled in tertiary education (thousands)	62		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2010	Gross enrollment ratio - Tertiary (male)	34.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2010	Gross enrollment ratio - Tertiary (female)	40.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2014	Students enrolled in primary education (thousands)	108		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2014	Gross enrollement ratio - Primary (male)	92		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2014	Gross enrollment ratio - Primary (female)	90.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2014	Students enrolled in secondary education (thousands)	171		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2014	Gross enrollment ratio - Secondary (male)	81.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2014	Gross enrollment ratio - Secondary (female)	79.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2014	Students enrolled in tertiary education (thousands)	61		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2014	Gross enrollment ratio - Tertiary (male)	34		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2014	Gross enrollment ratio - Tertiary (female)	42.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2015	Students enrolled in primary education (thousands)	109		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2015	Gross enrollement ratio - Primary (male)	94.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2015	Gross enrollment ratio - Primary (female)	93.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2015	Students enrolled in secondary education (thousands)	169		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2015	Gross enrollment ratio - Secondary (male)	82.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2015	Gross enrollment ratio - Secondary (female)	81.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2015	Students enrolled in tertiary education (thousands)	64		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2015	Gross enrollment ratio - Tertiary (male)	36.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
807	TFYR of Macedonia	2015	Gross enrollment ratio - Tertiary (female)	45.9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2002	Students enrolled in primary education (thousands)	184		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2002	Students enrolled in secondary education (thousands)	53		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2002	Students enrolled in tertiary education (thousands)	6	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2002	Gross enrollment ratio - Tertiary (male)	8.1	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2002	Gross enrollment ratio - Tertiary (female)	9.3	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2005	Students enrolled in primary education (thousands)	178		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2005	Gross enrollement ratio - Primary (male)	93.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2005	Gross enrollment ratio - Primary (female)	85.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2005	Students enrolled in secondary education (thousands)	75		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2005	Gross enrollment ratio - Secondary (male)	53.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2005	Gross enrollment ratio - Secondary (female)	51.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2010	Students enrolled in primary education (thousands)	230		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2010	Gross enrollement ratio - Primary (male)	121.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2010	Gross enrollment ratio - Primary (female)	116.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2010	Students enrolled in secondary education (thousands)	102		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2010	Gross enrollment ratio - Secondary (male)	60.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2010	Gross enrollment ratio - Secondary (female)	60.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2010	Students enrolled in tertiary education (thousands)	19		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2010	Gross enrollment ratio - Tertiary (male)	21.9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2010	Gross enrollment ratio - Tertiary (female)	15.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2014	Students enrolled in primary education (thousands)	246		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2014	Gross enrollement ratio - Primary (male)	122.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2014	Gross enrollment ratio - Primary (female)	120.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2014	Students enrolled in secondary education (thousands)	119		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2014	Gross enrollment ratio - Secondary (male)	60.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2014	Gross enrollment ratio - Secondary (female)	64.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2015	Students enrolled in primary education (thousands)	244		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2015	Gross enrollement ratio - Primary (male)	117.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2015	Gross enrollment ratio - Primary (female)	115.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2015	Students enrolled in secondary education (thousands)	129		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2015	Gross enrollment ratio - Secondary (male)	65.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2015	Gross enrollment ratio - Secondary (female)	70.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2016	Students enrolled in primary education (thousands)	236		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2016	Gross enrollement ratio - Primary (male)	110.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2016	Gross enrollment ratio - Primary (female)	108.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2016	Students enrolled in secondary education (thousands)	140		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2016	Gross enrollment ratio - Secondary (male)	71.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
626	Timor-Leste	2016	Gross enrollment ratio - Secondary (female)	77.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2005	Students enrolled in primary education (thousands)	997		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2005	Gross enrollement ratio - Primary (male)	122.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2005	Gross enrollment ratio - Primary (female)	104.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2005	Students enrolled in secondary education (thousands)	404		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2005	Gross enrollment ratio - Secondary (male)	58.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2005	Gross enrollment ratio - Secondary (female)	31.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2007	Students enrolled in primary education (thousands)	"1,022"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2007	Gross enrollement ratio - Primary (male)	118.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2007	Gross enrollment ratio - Primary (female)	102.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2007	Students enrolled in secondary education (thousands)	409		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2007	Gross enrollment ratio - Secondary (male)	57.9	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2007	Gross enrollment ratio - Secondary (female)	30.7	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2007	Students enrolled in tertiary education (thousands)	33		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2010	Students enrolled in primary education (thousands)	"1,287"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2010	Gross enrollement ratio - Primary (male)	133.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2010	Gross enrollment ratio - Primary (female)	120.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2010	Students enrolled in tertiary education (thousands)	56		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2011	Students enrolled in primary education (thousands)	"1,300"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2011	Gross enrollement ratio - Primary (male)	130.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2011	Gross enrollment ratio - Primary (female)	118.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2011	Students enrolled in secondary education (thousands)	546		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2011	Students enrolled in tertiary education (thousands)	63		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2014	Students enrolled in primary education (thousands)	"1,413"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2014	Gross enrollement ratio - Primary (male)	126.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2014	Gross enrollment ratio - Primary (female)	119.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2014	Students enrolled in tertiary education (thousands)	67		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2014	Gross enrollment ratio - Tertiary (male)	14.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2014	Gross enrollment ratio - Tertiary (female)	6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2015	Students enrolled in primary education (thousands)	"1,414"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2015	Gross enrollement ratio - Primary (male)	123		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2015	Gross enrollment ratio - Primary (female)	116.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2015	Students enrolled in tertiary education (thousands)	71		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2015	Gross enrollment ratio - Tertiary (male)	15		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2015	Gross enrollment ratio - Tertiary (female)	6.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2016	Students enrolled in primary education (thousands)	"1,498"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2016	Gross enrollement ratio - Primary (male)	127		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2016	Gross enrollment ratio - Primary (female)	120.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2016	Students enrolled in tertiary education (thousands)	83		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2016	Gross enrollment ratio - Tertiary (male)	17.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
768	Togo	2016	Gross enrollment ratio - Tertiary (female)	7.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
772	Tokelau	2003	Students enrolled in primary education (thousands)	0		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
772	Tokelau	2003	Gross enrollement ratio - Primary (male)	101.8	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
772	Tokelau	2003	Gross enrollment ratio - Primary (female)	132.6	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
772	Tokelau	2003	Students enrolled in secondary education (thousands)	0		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
772	Tokelau	2003	Gross enrollment ratio - Secondary (male)	83.3	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
772	Tokelau	2003	Gross enrollment ratio - Secondary (female)	75.8	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
772	Tokelau	2016	Students enrolled in primary education (thousands)	0		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
772	Tokelau	2016	Gross enrollement ratio - Primary (male)	107.7	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
772	Tokelau	2016	Gross enrollment ratio - Primary (female)	95.2	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
772	Tokelau	2016	Students enrolled in secondary education (thousands)	0		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
772	Tokelau	2016	Gross enrollment ratio - Secondary (male)	69.6	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
772	Tokelau	2016	Gross enrollment ratio - Secondary (female)	70.7	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2002	Students enrolled in primary education (thousands)	17		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2002	Gross enrollement ratio - Primary (male)	111.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2002	Gross enrollment ratio - Primary (female)	106.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2002	Students enrolled in secondary education (thousands)	15		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
